PARTICIPANT_ID,AGE,HAS_TAKEN_TYPING_COURSE,COUNTRY,LAYOUT,NATIVE_LANGUAGE,FINGERS,KEYBOARD_TYPE,ERROR_RATE,AVG_WPM_15,ROR
112295,22,0,IN,qwerty,en,1-2,full,0.142247510668563,15.1162,0.0506
112306,14,0,HK,qwerty,en,5-6,laptop,1.41129032258065,58.6473,0.258
112309,20,0,PH,qwerty,en,9-10,full,2.80701754385965,55.9464,0.4756
112310,26,0,TW,qwerty,zh,5-6,laptop,0.658978583196046,33.6169,0.0997
112314,25,0,IN,qwerty,en,9-10,full,0.0,51.9361,0.2221
112323,30,1,US,qwerty,en,9-10,laptop,0.338461538461538,91.2109,0.3295
112324,24,0,US,qwerty,en,1-2,laptop,2.27272727272727,16.9784,0.0028
112329,22,0,US,qwerty,en,9-10,laptop,1.76470588235294,67.498,0.5475
112330,24,0,GB,qwerty,en,3-4,laptop,0.571428571428571,41.2301,0.1111
112333,28,0,GB,qwerty,en,7-8,full,0.0,87.1195,0.4977
112334,20,0,IN,qwerty,en,1-2,laptop,0.690846286701209,17.2185,0.003
112336,42,0,ZA,qwerty,en,9-10,laptop,0.317460317460317,58.851,0.1342
112346,39,0,US,qwerty,en,3-4,full,1.43472022955524,39.4873,0.1608
112347,28,0,GB,qwerty,en,5-6,full,2.86677908937605,59.0686,0.1977
112348,23,1,GB,qwerty,en,9-10,full,1.74337517433752,66.1098,0.1423
112349,20,0,US,qwerty,en,7-8,laptop,0.0,65.6424,0.4158
112353,23,0,US,qwerty,en,3-4,laptop,8.28125,15.5932,0.0141
112354,13,1,ZA,qwerty,en,9-10,laptop,1.84873949579832,12.5445,0.0068
112355,20,1,GB,qwerty,en,9-10,full,8.41300191204589,42.7915,0.1708
112358,40,1,GB,qwerty,en,9-10,full,0.161943319838057,64.2433,0.3745
112362,21,1,IN,qwerty,te,9-10,small,0.355239786856128,18.2603,0.0539
112369,63,0,US,qwerty,en,9-10,full,0.0,66.0573,0.2717
112370,19,0,GB,qwerty,en,5-6,laptop,0.782472613458529,59.5536,0.2123
112375,32,0,GB,qwerty,en,5-6,full,2.62697022767075,56.4959,0.4123
112377,22,0,GB,qwerty,en,1-2,full,1.64744645799012,58.4875,0.1023
112381,30,0,GB,qwerty,en,5-6,laptop,0.539568345323741,65.1982,0.1538
112386,18,0,CN,qwerty,zh,7-8,laptop,0.677966101694915,24.8565,0.0836
112393,24,0,US,qwerty,en,1-2,laptop,1.52671755725191,14.0162,0.0041
112396,23,0,IN,qwerty,hi,1-2,full,1.41342756183746,33.3937,0.1056
112404,21,0,SG,qwerty,en,1-2,laptop,1.43149284253579,75.0839,0.1933
112409,23,0,US,qwerty,en,7-8,full,1.67810831426392,51.5324,0.2384
112413,22,1,US,qwerty,en,9-10,full,0.413223140495868,33.9965,0.071
112419,26,0,IN,qwerty,gu,5-6,full,0.753093060785369,34.7393,0.4736
112421,27,0,PH,qwerty,tl,9-10,full,0.164203612479475,60.2508,0.3251
112423,31,1,US,qwerty,en,3-4,laptop,1.66130760986066,42.608,0.1854
112426,24,0,PH,qwerty,en,9-10,laptop,0.35650623885918,39.4779,0.0714
112429,54,1,GB,qwerty,en,9-10,full,0.0,68.8111,0.5
112430,26,0,IN,qwerty,en,1-2,laptop,1.28617363344051,35.3638,0.0841
112433,18,1,US,qwerty,en,9-10,laptop,0.181488203266788,75.9905,0.0608
112434,35,0,US,qwerty,en,9-10,laptop,0.165562913907285,56.222,0.4713
112439,38,1,PH,qwerty,en,3-4,laptop,1.19176598049837,50.9251,0.1519
112441,16,0,VE,qwerty,es,9-10,laptop,0.967741935483871,70.3061,0.2496
112442,35,0,US,qwerty,en,9-10,laptop,0.3584229390681,60.7193,0.4218
112443,38,0,GB,qwerty,en,9-10,laptop,0.345721694036301,88.3087,0.3814
112444,29,0,IN,qwerty,mr,9-10,laptop,0.789889415481833,50.6349,0.1606
112451,26,0,IN,qwerty,te,7-8,full,0.0,34.3921,0.0382
112452,20,0,PH,qwerty,en,3-4,laptop,0.332225913621262,28.9385,0.0637
112453,35,0,US,qwerty,en,9-10,laptop,0.136798905608755,67.5429,0.4168
112454,30,0,CN,qwerty,zh,9-10,laptop,0.0,49.6346,0.2028
112455,26,0,IN,qwerty,en,3-4,full,2.23880597014925,20.7612,0.0395
112458,20,0,IN,qwerty,en,3-4,laptop,0.587371512481645,28.65,0.0785
112460,27,0,US,qwerty,en,5-6,small,1.4519056261343,82.2809,0.5887
112464,23,0,KE,qwerty,en,3-4,laptop,1.95121951219512,26.4585,0.0486
112465,15,0,FI,qwerty,fi,7-8,laptop,1.44927536231884,44.7435,0.4061
112476,20,1,GB,qwerty,en,9-10,full,1.75438596491228,32.1338,0.195
112484,38,0,PH,qwerty,en,3-4,full,0.15527950310559,44.1966,0.2915
112486,21,0,IN,qwerty,te,7-8,full,0.829187396351575,40.5517,0.2756
112488,39,0,GB,qwerty,en,9-10,laptop,8.58944050433412,51.0419,0.3069
112505,24,0,VN,qwerty,vi,7-8,laptop,0.409836065573771,47.3224,0.1144
112506,35,1,US,qwerty,en,9-10,full,0.145137880986938,51.0528,0.2649
112507,31,0,GB,qwerty,en,9-10,laptop,0.29940119760479,87.5079,0.406
112513,26,0,ID,qwerty,id,5-6,laptop,0.0,73.8886,0.3908
112519,20,0,US,qwerty,en,3-4,full,6.36942675159236,17.0373,0.0675
112521,35,0,GB,qwerty,en,9-10,full,0.491803278688525,53.4212,0.1709
112524,18,1,IN,qwerty,te,7-8,full,0.622083981337481,26.9019,0.227
112525,41,0,PH,qwerty,en,3-4,full,2.59541984732824,21.7827,0.0478
112531,19,0,GB,qwerty,en,7-8,laptop,2.48447204968944,33.7665,0.3471
112532,22,0,IN,qwerty,en,1-2,laptop,1.00840336134454,19.7723,0.0367
112534,15,0,PH,qwerty,tl,5-6,full,0.169491525423729,49.2932,0.0975
112535,22,0,IN,qwerty,kn,9-10,full,1.59489633173844,30.1071,0.2947
112536,55,0,US,qwerty,en,3-4,full,1.2924071082391,34.7959,0.0379
112537,0,0,CN,qwerty,zh,9-10,laptop,0.378583017847485,50.5534,0.2474
112539,24,0,VN,qwerty,vi,5-6,laptop,0.0,54.4021,0.1207
112540,15,0,KZ,qwerty,ru,3-4,full,0.746268656716418,25.1195,0.0272
112547,29,0,US,qwerty,en,9-10,full,0.240963855421687,76.7257,0.137
112548,62,1,GB,qwerty,en,9-10,laptop,0.0,72.4921,0.1506
112550,18,1,IN,qwerty,te,7-8,full,1.37182963790078,29.1173,0.2313
112558,48,0,GB,qwerty,en,9-10,full,0.0,80.2062,0.1943
112559,99,0,GR,qwerty,el,9-10,full,0.0,58.4347,0.4064
112561,27,0,IN,qwerty,en,7-8,full,0.590717299578059,41.7925,0.0553
112564,25,1,US,qwerty,en,9-10,on-screen,0.642054574638844,70.0825,0.4055
112566,20,0,GB,qwerty,en,3-4,laptop,0.860832137733142,29.1061,0.0708
112569,27,0,US,qwerty,en,9-10,laptop,0.924214417744917,38.325,0.0983
112577,99,1,US,qwerty,en,9-10,laptop,1.04790419161677,74.214,0.409
112578,38,1,AU,qwerty,en,9-10,laptop,0.590667454223272,83.7628,0.3432
112579,24,1,US,qwerty,en,9-10,laptop,0.480769230769231,5.9938,0.0013
112580,22,0,US,qwerty,en,1-2,laptop,1.84254606365159,8.6095,0.0602
112581,29,0,GB,qwerty,en,9-10,full,0.871080139372822,83.7458,0.2971
112586,17,0,US,qwerty,en,3-4,laptop,0.675168792198049,57.6746,0.5801
112587,17,0,GB,qwerty,en,7-8,full,5.51181102362205,42.7339,0.1541
112588,45,1,IN,qwerty,bn,9-10,full,1.62374020156775,49.2553,0.1331
112589,22,0,IN,qwerty,en,1-2,laptop,0.776699029126214,18.9814,0.0665
112590,21,0,IN,qwerty,hi,9-10,laptop,0.143061516452074,54.8648,0.1003
112591,15,0,VE,qwerty,es,7-8,full,0.0,72.7913,0.3943
112597,22,0,US,qwerty,en,1-2,laptop,0.770218228498074,31.0092,0.0813
112601,24,0,PH,qwerty,tl,5-6,laptop,0.149925037481259,43.8331,0.1816
112602,24,1,IE,qwerty,en,9-10,full,0.0791139240506329,57.6504,0.3164
112606,21,0,US,qwerty,en,5-6,laptop,1.99275362318841,20.5713,0.0585
112612,22,0,US,qwerty,en,7-8,laptop,0.286944045911047,31.9488,0.2423
112613,18,0,PK,qwerty,ur,5-6,laptop,5.3585500394011,15.8478,0.0303
112620,18,0,HK,qwerty,zh,9-10,laptop,0.747384155455904,90.4887,0.6847
112626,20,0,IN,qwerty,en,3-4,on-screen,2.13333333333333,22.7513,0.1444
112629,44,1,PH,qwerty,tl,9-10,full,0.0,48.6086,0.1159
112635,30,0,KE,qwerty,en,3-4,full,0.297176820208024,57.6355,0.0586
112636,21,0,AT,qwerty,en,3-4,full,9.78260869565217,35.436,0.0149
112640,20,1,IN,qwertz,en,9-10,laptop,1.87713310580205,41.38,0.0956
112642,14,1,PK,qwerty,en,5-6,full,2.30414746543779,22.1345,0.0362
112643,21,0,SG,qwerty,en,9-10,laptop,0.449101796407186,91.6262,0.4157
112647,25,0,SG,qwerty,en,7-8,full,0.966850828729282,52.2392,0.3899
112648,31,1,PH,qwerty,tl,9-10,laptop,0.0,85.8005,0.6311
112654,22,1,NL,qwerty,nl,9-10,laptop,0.0,63.1545,0.2627
112657,16,0,HT,qwerty,ht,9-10,laptop,0.269905533063428,43.2448,0.1608
112659,25,0,IN,qwerty,hi,9-10,full,2.54957507082153,34.2984,0.2016
112660,26,0,IN,qwerty,en,9-10,on-screen,5.68754499640029,28.7762,0.199
112662,51,0,ZA,qwerty,af,3-4,laptop,0.0,44.8091,0.0419
112663,21,0,IN,qwerty,te,7-8,laptop,0.5,20.3332,0.0456
112664,17,0,GB,qwerty,en,7-8,full,2.41796200345423,36.8406,0.1948
112668,17,0,GB,qwerty,en,5-6,full,0.508474576271186,51.0871,0.2169
112671,17,0,GB,qwerty,eo,9-10,full,1.38036809815951,55.1219,0.3353
112672,22,0,IN,qwerty,en,1-2,laptop,0.521221146686523,18.8744,0.0338
112673,26,0,FR,azerty,fr,9-10,laptop,1.23893805309735,63.0113,0.4092
112679,20,0,IN,qwerty,en,3-4,on-screen,1.55586987270156,25.0819,0.136
112681,20,0,GB,qwerty,en,5-6,full,1.32231404958678,67.0128,0.2405
112682,15,0,MX,qwerty,en,5-6,laptop,0.16750418760469,50.5831,0.0306
112689,18,0,PH,qwerty,en,5-6,full,0.642054574638844,55.0099,0.3649
112694,17,0,GB,qwerty,en,7-8,full,0.354609929078014,56.8043,0.3365
112695,17,0,GB,qwerty,en,5-6,full,0.332778702163062,55.7617,0.242
112696,18,0,PK,qwerty,ur,3-4,small,3.47222222222222,17.7315,0.0693
112701,23,0,IN,qwerty,en,1-2,laptop,2.2508038585209,28.9393,0.0523
112702,18,1,US,qwerty,en,9-10,laptop,3.43189017951426,27.2555,0.2836
112707,18,0,PH,qwerty,en,7-8,laptop,0.435413642960813,28.1135,0.0415
112709,17,0,GB,qwerty,en,7-8,full,0.313479623824451,53.097,0.3233
112710,17,0,GB,qwerty,en,5-6,full,0.744047619047619,47.0347,0.2074
112713,16,0,US,qwerty,en,9-10,laptop,0.0,48.5364,0.1687
112718,19,1,PH,qwerty,en,3-4,laptop,0.33003300330033,35.1819,0.1629
112721,25,0,US,qwerty,en,9-10,laptop,2.84191829484902,33.8752,0.074
112723,17,0,GB,qwerty,en,5-6,full,1.40845070422535,54.3569,0.2253
112731,24,1,IE,qwerty,en,9-10,full,0.153139356814701,57.8437,0.3388
112743,25,0,US,qwerty,en,9-10,laptop,4.5662100456621,16.8716,0.0492
112751,30,0,IN,qwerty,en,9-10,full,0.943396226415094,35.6235,0.1213
112756,10,0,US,qwerty,en,3-4,laptop,0.156739811912226,48.3442,0.2125
112758,24,0,PH,qwerty,tl,3-4,laptop,0.0,19.3139,0.0476
112760,21,0,BR,qwerty,pt,5-6,full,0.156494522691706,78.8474,0.3721
112761,17,0,US,qwerty,en,7-8,full,1.74672489082969,62.3192,0.2249
112762,23,0,PH,qwerty,tl,1-2,laptop,1.09204368174727,35.1656,0.0543
112765,19,0,PH,qwerty,tl,1-2,laptop,1.50375939849624,79.2981,0.2851
112767,11,0,US,qwerty,en,1-2,laptop,1.36986301369863,18.8022,0.1048
112768,23,0,US,qwerty,en,9-10,laptop,0.789889415481833,33.0557,0.2185
112775,17,0,SY,qwerty,ar,7-8,laptop,1.94805194805195,48.0662,0.2132
112776,38,0,US,qwerty,en,9-10,laptop,0.714285714285714,63.9399,0.2148
112778,14,0,IN,qwerty,hi,9-10,laptop,9.19931856899489,23.9443,0.0113
112781,28,0,US,qwerty,en,7-8,full,3.5264483627204,63.5411,0.3242
112784,16,0,US,qwertz,en,5-6,full,3.98818316100443,67.1426,0.6147
112785,30,1,US,qwerty,en,9-10,laptop,0.40595399188092,71.0892,0.464
112789,25,0,IN,qwerty,en,3-4,laptop,3.08441558441558,29.7992,0.0141
112790,37,0,US,qwerty,en,7-8,full,1.2216404886562,45.0413,0.3069
112793,27,1,US,qwerty,en,7-8,full,0.0,58.3107,0.2071
112795,20,0,PK,qwerty,en,7-8,full,1.41509433962264,28.7497,0.1539
112800,23,0,IN,qwerty,en,3-4,laptop,2.28658536585366,26.6722,0.043
112801,16,0,US,qwerty,en,5-6,full,0.0,70.4552,0.6443
112803,24,0,US,qwerty,en,1-2,full,1.04333868378812,36.5867,0.3486
112804,31,0,US,qwerty,en,9-10,full,0.18018018018018,47.3546,0.148
112806,38,1,US,qwerty,en,9-10,laptop,0.178890876565295,85.6574,0.6429
112810,20,0,US,qwerty,en,1-2,full,1.4937106918239,25.6358,0.0733
112814,33,0,US,qwerty,en,1-2,on-screen,0.173010380622837,20.486,0.0459
112815,25,0,US,qwerty,en,5-6,full,0.610687022900763,79.7434,0.387
112817,33,1,JP,qwerty,ja,3-4,full,0.460122699386503,35.4255,0.0472
112819,21,0,LT,qwerty,en,5-6,full,1.52990264255911,67.8395,0.6589
112824,12,1,US,qwerty,en,9-10,laptop,0.473186119873817,36.2706,0.1881
112827,23,0,IN,qwerty,en,9-10,full,2.29249011857708,28.4312,0.1246
112834,28,0,GB,qwerty,en,3-4,full,2.00573065902579,26.5873,0.0991
112842,50,1,GB,qwerty,en,9-10,full,0.0,74.4427,0.3601
112847,20,0,PH,qwertz,en,3-4,laptop,1.34357005758157,31.5903,0.0548
112849,22,0,GB,qwerty,en,5-6,laptop,4.79233226837061,69.9435,0.0047
112853,35,1,US,qwerty,en,9-10,full,0.477707006369427,34.6182,0.0467
112855,10,0,AU,qwerty,ko,9-10,laptop,1.11111111111111,18.7099,0.0142
112858,23,0,IN,qwerty,te,9-10,full,0.619195046439629,34.1206,0.1452
112859,20,0,AU,qwerty,en,1-2,full,4.20962199312715,51.3045,0.1969
112860,28,0,IN,qwerty,hi,1-2,full,3.11526479750779,47.6791,0.3708
112861,25,0,IN,qwerty,ml,1-2,laptop,0.483870967741935,29.9381,0.0042
112862,26,0,AU,qwerty,en,9-10,full,0.0,80.2924,0.3487
112868,24,0,GB,qwerty,en,3-4,full,0.389105058365759,35.4397,0.1282
112869,19,0,GB,qwerty,en,7-8,full,12.0658135283364,49.949,0.199
112873,19,0,AU,qwerty,en,7-8,laptop,0.569063631660631,47.0129,0.2669
112875,20,0,US,qwerty,en,1-2,full,0.155763239875389,48.7418,0.1674
112876,23,1,IN,qwerty,en,9-10,small,1.32743362831858,32.3919,0.09
112877,16,0,US,qwerty,en,3-4,full,0.711743772241993,80.6824,0.2811
112878,23,0,IN,qwertz,te,1-2,laptop,3.12965722801788,37.1576,0.1166
112897,23,0,US,qwerty,en,1-2,laptop,1.98347107438017,72.0463,0.1511
112903,24,0,IN,qwerty,or,3-4,full,2.17028380634391,32.8494,0.0429
112910,14,0,US,qwerty,en,3-4,laptop,1.67597765363128,53.4305,0.268
112911,26,0,US,qwerty,en,3-4,full,3.125,27.0972,0.1671
112929,13,0,US,qwerty,en,5-6,laptop,1.0016694490818,41.3516,0.1381
112935,26,0,US,qwerty,en,9-10,full,0.32626427406199,40.4325,0.3195
112936,31,0,US,qwerty,en,9-10,full,0.0,71.1196,0.4396
112938,26,0,GB,qwerty,en,9-10,full,1.25293657008614,73.828,0.4202
112948,24,0,US,qwerty,en,9-10,full,0.517241379310345,93.017,0.4216
112951,14,0,US,qwerty,en,3-4,full,0.37037037037037,45.6035,0.2193
112954,36,0,PH,qwerty,en,5-6,laptop,0.157728706624606,65.2705,0.1591
112955,29,1,US,qwerty,en,9-10,laptop,0.0745712155108128,55.1686,0.0797
112956,20,0,PH,qwerty,tl,3-4,full,0.917431192660551,38.8003,0.2457
112957,27,1,US,qwerty,en,9-10,full,0.745650372825186,66.0642,0.3877
112958,24,1,PL,qwerty,pl,9-10,full,0.856531049250535,45.3249,0.4109
112959,20,0,US,qwerty,en,9-10,laptop,1.15532734274711,38.0308,0.0433
112967,22,0,PH,qwerty,tl,5-6,full,1.21107266435986,34.9641,0.1339
112968,24,0,IN,qwerty,en,5-6,full,0.777604976671851,26.2256,0.0785
112970,37,0,GB,qwerty,en,9-10,full,0.46801872074883,60.7313,0.1958
112971,16,0,US,qwerty,en,7-8,full,1.70542635658915,57.6029,0.3491
112980,21,0,PK,qwerty,ur,3-4,laptop,1.44927536231884,28.2875,0.1725
112982,41,0,GB,qwerty,en,9-10,full,2.35690235690236,74.5825,0.4337
112986,29,0,US,qwerty,en,1-2,laptop,0.304723209751143,55.484,0.0952
112989,13,0,US,qwerty,en,1-2,laptop,0.803858520900322,36.5229,0.0949
112991,25,0,GB,qwerty,en,5-6,laptop,0.303490136570561,102.0927,0.6038
112995,26,0,IN,qwerty,te,1-2,laptop,2.67111853088481,28.5795,0.0356
113001,57,0,MX,qwerty,es,9-10,laptop,2.89565651522716,49.4236,0.1183
113005,14,0,US,qwerty,en,1-2,laptop,3.93162393162393,35.8825,0.2593
113008,14,0,US,qwerty,rw,5-6,on-screen,0.15625,24.259,0.0415
113009,50,1,IN,qwerty,te,9-10,full,0.0,33.8991,0.0772
113012,49,1,US,qwerty,en,9-10,full,0.326797385620915,48.5998,0.1946
113014,17,0,US,qwerty,en,9-10,laptop,2.03665987780041,55.3089,0.3719
113016,50,0,GB,qwerty,en,9-10,full,0.443458980044346,56.9021,0.3105
113021,25,0,IN,qwerty,hi,1-2,small,3.49544072948328,23.0559,0.0429
113023,27,0,PH,qwerty,tl,3-4,full,0.867052023121387,28.7779,0.1698
113024,19,1,PH,qwerty,en,9-10,full,0.526315789473684,48.7418,0.1867
113029,21,1,US,qwerty,en,3-4,laptop,0.910746812386157,26.0301,0.0969
113036,32,1,PH,qwertz,en,7-8,full,0.171232876712329,37.1673,0.1158
113037,50,0,GB,qwerty,en,9-10,full,0.453172205438066,52.1067,0.3112
113042,27,0,US,qwerty,en,3-4,full,0.869565217391304,43.6414,0.2774
113043,12,0,US,qwerty,en,9-10,laptop,0.352112676056338,23.3063,0.273
113044,12,0,US,qwerty,en,9-10,laptop,0.664451827242525,20.6443,0.0914
113046,1,0,TK,qwerty,en,7-8,laptop,0.500834724540901,37.5372,0.2112
113049,15,1,US,qwerty,en,9-10,laptop,0.154320987654321,73.6924,0.5054
113052,2,0,US,qwerty,en,1-2,laptop,2.26415094339623,55.5463,0.3798
113055,19,0,US,qwerty,en,5-6,laptop,1.0016694490818,47.0774,0.1102
113057,23,0,US,qwerty,en,5-6,laptop,1.03806228373702,29.5686,0.04
113058,28,1,US,qwerty,en,3-4,full,2.22222222222222,39.9391,0.0947
113062,13,0,US,qwerty,en,9-10,full,0.886262924667651,28.958,0.1051
113065,17,0,US,qwerty,en,9-10,full,0.0,16.9095,0.0827
113068,52,0,US,qwerty,en,9-10,full,1.43988480921526,19.523,0.0453
113080,12,1,US,qwerty,en,5-6,full,0.594353640416048,39.7288,0.1975
113096,20,0,HK,qwerty,zh,3-4,laptop,0.142450142450142,29.8703,0.0833
113097,56,1,US,qwerty,en,9-10,laptop,1.24777183600713,44.626,0.0774
113100,24,0,ZA,qwerty,en,1-2,laptop,0.592300098716683,18.9576,0.0353
113102,14,0,US,qwerty,en,9-10,full,0.646203554119548,68.8353,0.6448
113104,17,0,BH,qwerty,ur,1-2,laptop,1.66666666666667,23.7794,0.0101
113108,16,0,US,qwerty,en,1-2,full,9.75609756097561,41.9993,0.0223
113115,16,1,US,qwerty,en,7-8,full,1.75718849840256,56.4459,0.1184
113118,33,0,US,qwerty,en,1-2,full,0.0,74.515,0.3804
113123,22,0,IN,qwerty,te,5-6,laptop,1.27041742286751,11.5813,0.0029
113130,16,1,US,qwerty,en,5-6,full,0.986842105263158,52.2804,0.1587
113131,23,0,MY,qwerty,zh,5-6,laptop,0.980392156862745,53.7321,0.2468
113143,17,1,US,qwerty,en,7-8,full,0.150829562594268,36.1974,0.043
113144,26,0,US,qwerty,en,9-10,full,0.845070422535211,73.0545,0.4936
113146,20,0,PH,qwerty,en,3-4,small,0.986193293885602,24.5446,0.0257
113148,29,0,GB,qwerty,en,3-4,laptop,0.173611111111111,57.7454,0.1749
113151,24,1,TZ,qwerty,sw,7-8,laptop,1.5,38.9908,0.1314
113155,34,0,US,qwerty,en,9-10,full,1.7741935483871,50.6136,0.3307
113168,56,1,US,qwerty,en,9-10,laptop,2.50737463126844,34.8935,0.0855
113170,19,1,US,qwerty,en,3-4,full,1.52091254752852,37.1186,0.1304
113172,22,0,BD,qwerty,bn,5-6,full,0.18018018018018,24.3776,0.2699
113173,23,0,MY,qwerty,zh,5-6,laptop,0.345423143350604,62.7755,0.2857
113182,23,0,US,qwerty,en,7-8,laptop,0.13550135501355,48.8389,0.1725
113186,22,0,US,qwerty,en,3-4,laptop,0.50251256281407,20.7045,0.0615
113188,20,0,ZA,qwerty,en,9-10,full,0.798722044728435,48.2601,0.1306
113198,15,1,US,qwerty,en,1-2,full,0.630252100840336,36.2826,0.0604
113202,22,0,PT,qwerty,pt,1-2,laptop,1.88953488372093,50.5904,0.0077
113207,27,0,US,qwerty,en,9-10,laptop,0.170068027210884,77.8112,0.5064
113208,56,1,US,qwerty,en,9-10,laptop,0.798722044728435,38.6076,0.0771
113209,16,0,ID,qwerty,id,5-6,laptop,0.674536256323777,80.6519,0.2724
113210,42,0,US,qwerty,en,3-4,laptop,1.05421686746988,29.286,0.0828
113211,22,1,US,qwerty,en,9-10,laptop,0.17825311942959,49.2773,0.2565
113219,32,0,US,qwerty,en,1-2,on-screen,2.06022187004754,49.5064,0.129
113222,18,0,US,qwerty,en,7-8,laptop,0.925925925925926,42.7803,0.0588
113223,12,0,GB,qwerty,en,3-4,full,1.4336917562724,26.1307,0.066
113224,24,0,US,qwerty,en,9-10,full,0.622083981337481,59.6867,0.2265
113227,12,0,US,qwerty,en,7-8,full,0.145772594752187,38.6818,0.1984
113235,56,0,US,qwerty,en,9-10,laptop,0.282485875706215,43.78,0.0609
113246,35,0,US,qwerty,en,1-2,laptop,0.29940119760479,27.9775,0.0902
113248,24,0,PH,qwerty,tl,9-10,laptop,0.429799426934097,71.3701,0.5551
113251,12,0,US,qwerty,en,9-10,laptop,0.941915227629513,37.0031,0.1787
113252,26,0,IN,qwerty,te,3-4,laptop,0.758725341426404,15.6693,0.0594
113254,24,0,US,qwerty,en,7-8,full,0.657894736842105,38.1216,0.0582
113257,29,0,PR,qwerty,es,9-10,full,0.411099691675231,59.7989,0.1662
113262,18,0,GY,qwerty,en,9-10,full,0.16,29.0721,0.047
113289,56,1,US,qwerty,en,9-10,laptop,1.16461366181411,43.9089,0.0933
113295,47,0,GB,qwerty,en,1-2,full,1.7636684303351,46.3868,0.0973
113312,90,0,US,qwerty,en,7-8,full,1.84842883548983,23.495,0.079
113314,15,0,CA,qwerty,en,9-10,full,1.35746606334842,42.9896,0.0834
113318,103,0,TK,qwerty,my,9-10,laptop,1.92926045016077,29.0256,0.118
113328,15,0,US,qwerty,en,9-10,laptop,0.476190476190476,22.9395,0.0331
113329,15,0,US,qwerty,en,9-10,laptop,0.136612021857924,36.8228,0.192
113331,27,0,US,qwerty,en,9-10,laptop,0.790513833992095,35.4602,0.0974
113333,12,0,GB,qwerty,en,1-2,full,1.05263157894737,31.6791,0.0209
113343,15,0,US,qwerty,en,5-6,full,0.857632933104631,49.941,0.069
113350,29,1,US,qwerty,en,9-10,full,0.0394788787998421,61.7634,0.1777
113362,29,0,US,qwerty,en,3-4,laptop,0.421940928270042,65.6212,0.3797
113372,18,0,PE,qwerty,es,7-8,full,0.315457413249211,62.0317,0.3159
113374,13,1,US,qwerty,en,9-10,full,0.355239786856128,40.896,0.1386
113377,21,0,IN,qwerty,en,9-10,full,0.0,26.9674,0.1697
113378,11,0,US,qwerty,en,7-8,laptop,0.305343511450382,31.9595,0.0994
113382,16,0,ID,qwerty,en,3-4,full,3.43053173241852,60.8484,0.1969
113383,47,1,GB,qwerty,en,9-10,laptop,0.173310225303293,65.8901,0.2431
113386,14,1,US,qwerty,en,9-10,laptop,0.564516129032258,45.0577,0.3846
113387,20,1,US,qwerty,en,9-10,full,0.0784313725490196,84.8906,0.3907
113399,12,0,US,qwerty,en,1-2,full,1.19331742243437,34.0422,0.0169
113401,24,1,US,qwerty,en,9-10,full,0.544464609800363,72.1666,0.3301
113402,12,1,PH,qwerty,en,9-10,full,1.69252468265162,33.8233,0.2028
113407,17,1,US,qwerty,en,7-8,laptop,0.337268128161889,46.3791,0.2251
113409,14,0,US,qwerty,en,9-10,full,2.57879656160458,35.1522,0.0506
113420,29,0,PH,qwerty,en,5-6,full,0.753012048192771,56.1327,0.2196
113430,41,1,US,qwerty,en,9-10,laptop,1.41065830721003,72.9623,0.4773
113432,26,1,US,qwerty,en,9-10,laptop,1.09546165884194,85.2445,0.3902
113434,14,1,US,qwerty,en,9-10,full,1.28,68.9033,0.3928
113435,13,1,US,qwerty,en,9-10,laptop,3.79061371841155,30.5379,0.0945
113437,29,1,US,qwerty,en,9-10,full,1.0233918128655,75.2987,0.5577
113438,35,1,US,qwerty,en,9-10,laptop,0.797448165869219,71.487,0.2992
113439,16,0,US,qwerty,en,3-4,full,0.281293952180028,50.5553,0.1107
113440,23,1,PK,qwerty,ur,9-10,full,1.17056856187291,42.7407,0.4309
113445,19,0,NO,qwerty,nb,7-8,full,0.151515151515152,34.7041,0.2569
113446,22,0,US,qwerty,en,7-8,full,0.173310225303293,77.4965,0.3676
113448,20,0,US,qwerty,en,7-8,full,2.04081632653061,54.7879,0.3781
113450,16,0,IN,qwerty,hi,9-10,full,0.966183574879227,53.9878,0.1859
113451,14,0,US,qwerty,en,9-10,laptop,2.48565965583174,43.5393,0.0792
113457,17,0,US,qwerty,en,1-2,laptop,4.78955007256894,21.8176,0.0588
113468,18,0,US,qwerty,en,9-10,laptop,1.34228187919463,49.5716,0.0774
113473,12,1,US,qwerty,en,1-2,full,0.591715976331361,39.3931,0.0734
113475,31,0,GB,qwerty,en,7-8,full,0.32258064516129,67.021,0.338
113487,46,1,ZA,qwerty,en,9-10,full,0.540315876974231,67.0494,0.1763
113495,14,1,US,azerty,en,5-6,full,0.5,28.1234,0.1782
113506,16,1,US,qwerty,en,9-10,full,0.162866449511401,57.3263,0.3369
113520,24,0,US,qwerty,en,9-10,full,1.00502512562814,83.6212,0.1557
113521,14,1,US,qwerty,en,7-8,laptop,0.0,38.0712,0.1796
113528,17,1,US,qwerty,en,7-8,laptop,0.167785234899329,48.0003,0.1461
113532,29,0,US,qwerty,en,5-6,laptop,0.378787878787879,44.6776,0.2032
113534,16,1,US,qwerty,en,1-2,full,2.53164556962025,52.1214,0.0533
113535,99,0,US,qwerty,en,3-4,full,0.166112956810631,52.2605,0.1743
113536,12,1,US,qwerty,en,9-10,laptop,1.13821138211382,39.407,0.2679
